nodeA,nodeB,label,wcn,wjc,wpa,waa
3,3613,1,2,0.347826087,1292,8.898194993
3,3753,1,2,0.864864865,357,8.711589867
3,3975,1,2.0625,0.317307692,1496,9.164921803
120,739,1,2.0625,0.485294118,884,9.077664286
120,1075,1,2.117647059,0.507042254,1040,9.770076934
120,1208,1,2.0625,0.1875,6500,9.356075975
120,1280,1,2.1875,0.411764706,1768,9.669387614
120,1838,1,2.0625,0.485294118,884,9.077664286
120,2020,1,2.0625,0.485294118,884,9.077664286
120,2040,1,2.1875,0.265151515,4212,9.832408292
120,2306,1,2.0625,0.464788732,1040,9.112699321
120,2915,1,2.0625,0.336734694,2444,9.252981265
120,2960,1,2.294117647,0.423913043,2132,10.54159514
120,3286,1,2.0625,0.35483871,2184,9.237871627
120,3445,1,2.764705882,0.299363057,5512,12.68958085
120,3577,1,2.176470588,0.308333333,3588,10.20567686
120,3613,1,2.0625,0.25984252,3952,9.309191018
120,3753,1,2.0625,0.458333333,1092,9.122585892
120,3975,1,2.210526316,0.304347826,4576,11.74025876
739,1075,1,2.0625,0.916666667,340,8.915706427
739,1208,1,2,0.226950355,2125,8.94507995
739,1280,1,2.125,0.68,578,9.258391589
739,1838,1,2,0.96969697,289,8.666668261
739,2020,1,2,0.96969697,289,8.666668261
739,2040,1,2.125,0.350515464,1377,9.421412267
739,2306,1,2,0.888888889,340,8.701703296
739,2915,1,2,0.507936508,799,8.84198524
739,2960,1,2.1875,0.614035088,697,9.465537393
739,3286,1,2,0.551724138,714,8.826875602
739,3445,1,2.25,0.295081967,1802,10.06171241
739,3577,1,2.125,0.4,1173,9.396058464
739,3613,1,2,0.347826087,1292,8.898194993
739,3753,1,2,0.864864865,357,8.711589867
739,3975,1,2.0625,0.317307692,1496,9.164921803
1075,1208,1,2.0625,0.229166667,2500,9.194118116
1075,1280,1,2.1875,0.660377358,680,9.507429755
1075,1838,1,2.0625,0.916666667,340,8.915706427
1075,2020,1,2.0625,0.916666667,340,8.915706427
1075,2040,1,2.1875,0.35,1620,9.670450433
1075,2306,1,2.0625,0.846153846,400,8.950741462
1075,2915,1,2.0625,0.5,940,9.091023406
1075,2960,1,2.294117647,0.65,820,10.37963728
1075,3286,1,2.0625,0.540983607,840,9.075913768
1075,3445,1,2.777777778,0.403225806,2120,14.55465283
1075,3577,1,2.1875,0.397727273,1380,9.64509663
1075,3613,1,2.0625,0.347368421,1520,9.147233159
1075,3753,1,2.0625,0.825,420,8.960628033
1075,3975,1,2.117647059,0.336448598,1760,9.857334451
1208,1280,1,2.125,0.215189873,4250,9.536803278
1208,1838,1,2,0.226950355,2125,8.94507995
1208,2020,1,2,0.226950355,2125,8.94507995
1208,2040,1,2.125,0.165853659,10125,9.699823957
1208,2306,1,2,0.222222222,2500,8.980114986
1208,2915,1,2,0.187134503,5875,9.120396929
1208,2960,1,2.176470588,0.224242424,5125,10.14809073
1208,3286,1,2,0.192771084,5250,9.105287292
1208,3445,1,2.25,0.156521739,13250,10.3401241
1208,3577,1,2.117647059,0.186528497,8625,10.11571805
1208,3613,1,2.529411765,0.215,9500,11.64610429
1208,3753,1,2,0.220689655,2625,8.990001557
1208,3975,1,2.277777778,0.193396226,11000,11.02455863
1280,1838,1,2.125,0.68,578,9.258391589
1280,2020,1,2.125,0.68,578,9.258391589
1280,2040,1,2.066666667,0.548672566,2754,17.9406217
1280,2306,1,2.125,0.641509434,680,9.293426624
1280,2915,1,2.125,0.425,1598,9.433708568
1280,2960,1,2.3125,0.5,1394,10.05726072
1280,3286,1,2.125,0.453333333,1428,9.41859893
1280,3445,1,2.375,0.273381295,3604,10.65343574
1280,3577,1,2.1,0.623762376,2346,18.15415457
1280,3613,1,2.125,0.311926606,2584,9.489918321
1280,3753,1,2.125,0.62962963,714,9.303313195
1280,3975,1,2.1875,0.289256198,2992,9.75664513
1838,2020,1,2,0.96969697,289,8.666668261
1838,2040,1,2.125,0.350515464,1377,9.421412267
1838,2306,1,2,0.888888889,340,8.701703296
1838,2915,1,2,0.507936508,799,8.84198524
1838,2960,1,2.1875,0.614035088,697,9.465537393
1838,3286,1,2,0.551724138,714,8.826875602
1838,3445,1,2.25,0.295081967,1802,10.06171241
1838,3577,1,2.125,0.4,1173,9.396058464
1838,3613,1,2,0.347826087,1292,8.898194993
1838,3753,1,2,0.864864865,357,8.711589867
1838,3975,1,2.0625,0.317307692,1496,9.164921803
2020,2040,1,2.125,0.350515464,1377,9.421412267
2020,2306,1,2,0.888888889,340,8.701703296
2020,2915,1,2,0.507936508,799,8.84198524
2020,2960,1,2.1875,0.614035088,697,9.465537393
2020,3286,1,2,0.551724138,714,8.826875602
2020,3445,1,2.25,0.295081967,1802,10.06171241
2020,3577,1,2.125,0.4,1173,9.396058464
2020,3613,1,2,0.347826087,1292,8.898194993
2020,3753,1,2,0.864864865,357,8.711589867
2020,3975,1,2.0625,0.317307692,1496,9.164921803
2040,2306,1,2.125,0.34,1620,9.456447302
2040,2915,1,2.125,0.267716535,3807,9.596729246
2040,2960,1,2.941176471,0.41322314,3321,12.77862926
2040,3286,1,2.125,0.278688525,3402,9.581619608
2040,3445,1,2.375,0.204301075,8586,10.81645642
2040,3577,1,2.451612903,0.513513514,5589,20.92986334
2040,3613,1,2.125,0.217948718,6156,9.652939
2040,3753,1,2.125,0.336633663,1701,9.466333873
2040,3975,1,2.1875,0.208333333,7128,9.919665809
2306,2915,1,2,0.484848485,940,8.877020275
2306,2960,1,2.1875,0.583333333,820,9.500572428
2306,3286,1,2,0.524590164,840,8.861910637
2306,3445,1,2.25,0.288,2120,10.09674745
2306,3577,1,2.125,0.386363636,1380,9.431093499
2306,3613,1,2,0.336842105,1520,8.933230028
2306,3753,1,2,0.8,420,8.746624902
2306,3975,1,2.0625,0.308411215,1760,9.199956838
2915,2960,1,2.235294118,0.436781609,1927,10.45410946
2915,3286,1,2,0.363636364,1974,9.002192581
2915,3445,1,2.25,0.236842105,4982,10.23702939
2915,3577,1,2.125,0.295652174,3243,9.571375443
2915,3613,1,2,0.262295082,3572,9.073511972
2915,3753,1,2,0.47761194,987,8.886906846
2915,3975,1,2.0625,0.246268657,4136,9.340238781
2960,3286,1,2.1875,0.426829268,1722,9.625744734
2960,3445,1,3.6,0.503496503,4346,19.59822048
2960,3577,1,2.294117647,0.357798165,2829,10.58851958
2960,3613,1,2.1875,0.301724138,3116,9.697064125
2960,3753,1,2.1875,0.573770492,861,9.510458999
2960,3975,1,2.388888889,0.3359375,3608,11.72068634
3286,3445,1,2.25,0.244897959,4452,10.22191975
3286,3577,1,2.125,0.309090909,2898,9.556265806
3286,3613,1,2,0.273504274,3192,9.058402335
3286,3753,1,2,0.516129032,882,8.871797208
3286,3975,1,2.0625,0.255813953,3696,9.325129144
3445,3577,1,2.375,0.218390805,7314,10.79110261
3445,3613,1,2.25,0.198895028,8056,10.29323914
3445,3753,1,2.25,0.285714286,2226,10.10663402
3445,3975,1,2.764705882,0.243523316,9328,12.77683836
3577,3613,1,2.125,0.236111111,5244,9.627585197
3577,3753,1,2.125,0.382022472,1449,9.440980071
3577,3975,1,2.1875,0.224358974,6072,9.894312006
3613,3753,1,2,0.333333333,1596,8.9431166
3613,3975,1,2.0625,0.202453988,6688,9.396448535
3753,3975,1,2.0625,0.305555556,1848,9.209843409
4,429,1,8.166666667,0.671232877,1272,11.30972244
4,1187,1,10,0.267379679,3936,12.24912778
4,1889,1,9.5,0.633333333,1704,12.9536623
4,3668,1,8.25,0.622641509,720,7.138022544
4,4038,1,12.5,0.282485876,3768,11.79747215
429,1187,1,12.18181818,0.644230769,8692,35.21256321
429,1889,1,10,0.707964602,3763,18.66242147
429,3668,1,6.888888889,0.784810127,1590,15.59580823
429,4038,1,12.33333333,0.368159204,8321,17.79334187
1187,1889,1,18.83333333,0.491304348,11644,27.1870762
1187,3668,1,7.272727273,0.44198895,4920,22.49503251
1187,4038,1,18.33333333,0.348101266,25748,27.42772335
1889,3668,1,16,0.64,2130,14.08784173
1889,4038,1,9.692307692,0.617647059,11147,32.09255385
3668,4038,1,15.25,0.327956989,4710,14.18328951
4,1457,1,3.333333333,0.434782609,552,5.146820014
4,1557,1,5.333333333,0.355555556,528,4.004074335
429,1457,1,6.666666667,0.266666667,1219,5.316048279
429,1557,1,6.75,0.369863014,1166,6.80677617
1457,1557,1,3,0.204545455,506,2.308714122
1457,1889,1,7.333333333,0.23655914,1633,6.148005541
1557,1889,1,7.2,0.4,1562,9.094622441
4,1427,1,3,0.333333333,312,2.851743571
4,2357,1,5,0.422535211,1152,7.306280492
4,2369,1,3.6,0.290322581,936,4.752875063
4,2421,1,4.6,0.370967742,936,5.59354899
4,3741,1,8.5,0.296511628,3600,13.69577031
1427,2357,1,6,0.508474576,624,7.21935151
1427,2369,1,4.25,0.333333333,507,4.128650051
1427,2421,1,5.5,0.431372549,507,5.125205987
1427,3741,1,7,0.2625,1950,11.34904527
2357,2369,1,5.125,0.482352941,1872,10.85461907
2357,2421,1,5.888888889,0.623529412,1872,14.07084311
2357,3741,1,5.647058824,0.524590164,7200,30.34997919
2369,2421,1,5.4,0.36,1521,7.073880952
2369,3741,1,6.125,0.264864865,5850,14.42377369
2421,3741,1,7.692307692,0.555555556,5850,29.39560832
4,2548,1,5.25,0.313432836,1056,4.746826014
2548,3741,1,6.6,0.543956044,6600,27.81478437
5,1022,1,2,0.666666667,4,0.691952513
5,3611,1,2,0.111111111,34,1.820478453
1022,3611,1,2,0.111111111,34,1.820478453
6,1567,1,9,0.857142857,135,6.552863222
6,3272,1,9,0.818181818,165,6.681246154
6,3279,1,7,0.56,270,5.825203726
1567,3272,1,7,0.823529412,99,4.902079225
1567,3279,1,9,0.75,162,6.784418593
3272,3279,1,9,0.72,198,6.933852014
7,139,1,6,0.75,18,2.885390082
7,2720,1,2.5,0.555555556,42,3.984521015
139,2720,1,5,0.625,21,2.569491712
7,2042,1,5,0.714285714,12,2.404491735
2042,2720,1,5,0.625,14,2.569491712
8,2199,1,0,0,44,0
8,2581,1,0,0,4,0
8,3267,1,0,0,24,0
10,986,1,3,0.333333333,70,2.907053867
10,1977,1,2,0.181818182,35,1.027796685
10,2459,1,2.5,0.5,30,2.069604813
1977,2459,1,2,0.166666667,42,1.116221253
10,2425,1,3,0.25,40,1.107808119
10,2902,1,0,0,5,0
11,192,1,3.066666667,0.233502538,5868,12.92704303
11,747,1,2.923076923,0.258503401,4032,10.86909071
11,990,1,2.923076923,0.775510204,504,10.55361858
11,1042,1,2.75,0.628571429,1620,13.40362843
11,1073,1,3,0.428571429,2016,11.07441933
11,1169,1,2.923076923,0.655172414,828,10.66284137
11,2716,1,2.923076923,0.775510204,504,10.55361858
11,3554,1,2.923076923,0.775510204,504,10.55361858
11,3570,1,2.928571429,0.427083333,2232,11.37519858
11,3626,1,3,0.549295775,1296,10.98561949
11,3845,1,3,0.865384615,612,12.5557738
11,3953,1,2.923076923,0.775510204,504,10.55361858
11,3961,1,3.384615385,0.419047619,2520,12.7109168
11,4068,1,3.384615385,0.75862069,828,12.0704066
192,747,1,2.176470588,0.135036496,18256,10.54901282
192,990,1,2.153846154,0.159090909,2282,8.204115114
192,1042,1,2.857142857,0.194174757,7335,11.70765593
192,1073,1,2.5,0.206422018,9128,12.76372197
192,1169,1,2.153846154,0.151351351,3749,8.3133379
192,2716,1,2.153846154,0.159090909,2282,8.204115114
192,3554,1,2.153846154,0.159090909,2282,8.204115114
192,3570,1,3.1875,0.227678571,10106,13.12002345
192,3626,1,2.333333333,0.176767677,5868,10.12050034
192,3845,1,2.2,0.184357542,2771,9.510790601
192,3953,1,2.153846154,0.159090909,2282,8.204115114
192,3961,1,2.5625,0.176724138,11410,11.80436718
192,4068,1,2.615384615,0.183783784,3749,9.720903134
747,990,1,2,0.208,1568,7.635088475
747,1042,1,2.846153846,0.237179487,5040,10.81671121
747,1073,1,2.071428571,0.173652695,6272,8.578168824
747,1169,1,2,0.194029851,2576,7.744311261
747,2716,1,2,0.208,1568,7.635088475
747,3554,1,2,0.208,1568,7.635088475
747,3570,1,2.076923077,0.156069364,6944,8.167838838
747,3626,1,2.076923077,0.183673469,4032,8.067089382
747,3845,1,2,0.203125,1904,7.681674709
747,3953,1,2,0.208,1568,7.635088475
747,3961,1,2.533333333,0.209944751,7840,11.36274743
747,4068,1,2.461538462,0.23880597,2576,9.151876495
990,1042,1,2.846153846,0.637931034,630,10.50123909
990,1073,1,2.076923077,0.391304348,784,7.840417098
990,1169,1,2,0.722222222,322,7.428839137
990,2716,1,2,0.962962963,196,7.319616352
990,3554,1,2,0.962962963,196,7.319616352
990,3570,1,2.076923077,0.36,868,7.852366715
990,3626,1,2.076923077,0.551020408,504,7.751617258
990,3845,1,2,0.866666667,238,7.366202586
990,3953,1,2,0.962962963,196,7.319616352
990,3961,1,2.461538462,0.385542169,980,9.476914569
990,4068,1,2.461538462,0.888888889,322,8.836404372
1042,1073,1,2.923076923,0.38,2520,11.02203983
1042,1169,1,2.846153846,0.552238806,1035,10.61046187
1042,2716,1,2.846153846,0.637931034,630,10.50123909
1042,3554,1,2.846153846,0.637931034,630,10.50123909
1042,3570,1,2.923076923,0.358490566,2790,11.03398945
1042,3626,1,2.923076923,0.475,1620,10.93323999
1042,3845,1,2.785714286,0.639344262,765,11.06728592
1042,3953,1,2.846153846,0.637931034,630,10.50123909
1042,3961,1,3.307692308,0.377192982,3150,12.6585373
1042,4068,1,3.307692308,0.641791045,1035,12.01802711
1073,1169,1,2.076923077,0.346153846,1288,7.949639883
1073,2716,1,2.076923077,0.391304348,784,7.840417098
1073,3554,1,2.076923077,0.391304348,784,7.840417098
1073,3570,1,2.142857143,0.256410256,3472,8.82577487
1073,3626,1,2.357142857,0.366666667,2016,9.922814435
1073,3845,1,2.076923077,0.375,952,7.887003331
1073,3953,1,2.076923077,0.391304348,784,7.840417098
1073,3961,1,2.538461538,0.264,3920,9.997715315
1073,4068,1,2.538461538,0.423076923,1288,9.357205117
1169,2716,1,2,0.722222222,322,7.428839137
1169,3554,1,2,0.722222222,322,7.428839137
1169,3570,1,2.076923077,0.321428571,1426,7.9615895
1169,3626,1,2.076923077,0.465517241,828,7.860840044
1169,3845,1,2,0.666666667,391,7.475425371
1169,3953,1,2,0.722222222,322,7.428839137
1169,3961,1,2.714285714,0.413043478,1610,11.22388788
1169,4068,1,2.461538462,0.711111111,529,8.945627157
2716,3554,1,2,0.962962963,196,7.319616352
2716,3570,1,2.076923077,0.36,868,7.852366715
2716,3626,1,2.076923077,0.551020408,504,7.751617258
2716,3845,1,2,0.866666667,238,7.366202586
2716,3953,1,2,0.962962963,196,7.319616352
2716,3961,1,2.461538462,0.385542169,980,9.476914569
2716,4068,1,2.461538462,0.888888889,322,8.836404372
3554,3570,1,2.076923077,0.36,868,7.852366715
3554,3626,1,2.076923077,0.551020408,504,7.751617258
3554,3845,1,2,0.866666667,238,7.366202586
3554,3953,1,2,0.962962963,196,7.319616352
3554,3961,1,2.461538462,0.385542169,980,9.476914569
3554,4068,1,2.461538462,0.888888889,322,8.836404372
